,generation,new_infections_1,new_infections_2,total_infections_1,total_infections_2,total_infections,simulation_id
4,4,1,1,6,4,10,8668
5,5,2,3,8,7,15,8668
6,6,3,0,11,7,18,8668
7,7,3,0,14,7,21,8668
8,8,1,0,15,7,22,8668
9,9,2,0,17,7,24,8668
10,10,0,0,17,7,24,8668
0,0,1,0,1,0,1,8669
1,1,1,0,2,0,2,8669
2,2,1,0,3,0,3,8669
3,3,0,0,3,0,3,8669
0,0,1,0,1,0,1,8670
1,1,2,0,3,0,3,8670
2,2,4,0,7,0,7,8670
3,3,0,1,7,1,8,8670
4,4,0,2,7,3,10,8670
5,5,1,1,8,4,12,8670
6,6,0,0,8,4,12,8670
0,0,1,0,1,0,1,8671
1,1,1,0,2,0,2,8671
2,2,2,0,4,0,4,8671
3,3,2,0,6,0,6,8671
4,4,2,0,8,0,8,8671
5,5,3,0,11,0,11,8671
6,6,3,0,14,0,14,8671
7,7,3,0,17,0,17,8671
8,8,1,0,18,0,18,8671
9,9,0,0,18,0,18,8671
0,0,1,0,1,0,1,8672
1,1,0,1,1,1,2,8672
2,2,0,1,1,2,3,8672
3,3,0,2,1,4,5,8672
4,4,0,1,1,5,6,8672
5,5,0,0,1,5,6,8672
0,0,1,0,1,0,1,8673
1,1,0,0,1,0,1,8673
0,0,1,0,1,0,1,8674
1,1,0,0,1,0,1,8674
0,0,1,0,1,0,1,8675
1,1,0,0,1,0,1,8675
0,0,1,0,1,0,1,8676
1,1,1,0,2,0,2,8676
2,2,0,0,2,0,2,8676
0,0,1,0,1,0,1,8677
1,1,0,1,1,1,2,8677
2,2,0,0,1,1,2,8677
0,0,1,0,1,0,1,8678
1,1,0,0,1,0,1,8678
0,0,1,0,1,0,1,8679
1,1,0,0,1,0,1,8679
0,0,1,0,1,0,1,8680
1,1,1,0,2,0,2,8680
2,2,2,0,4,0,4,8680
3,3,3,1,7,1,8,8680
4,4,1,1,8,2,10,8680
5,5,1,1,9,3,12,8680
6,6,0,0,9,3,12,8680
0,0,1,0,1,0,1,8681
1,1,0,0,1,0,1,8681
0,0,1,0,1,0,1,8682
1,1,1,0,2,0,2,8682
2,2,0,0,2,0,2,8682
0,0,1,0,1,0,1,8683
1,1,2,1,3,1,4,8683
2,2,0,0,3,1,4,8683
0,0,1,0,1,0,1,8684
1,1,1,1,2,1,3,8684
2,2,1,0,3,1,4,8684
3,3,1,0,4,1,5,8684
4,4,0,0,4,1,5,8684
0,0,1,0,1,0,1,8685
1,1,0,0,1,0,1,8685
0,0,1,0,1,0,1,8686
1,1,0,1,1,1,2,8686
2,2,0,1,1,2,3,8686
3,3,0,1,1,3,4,8686
4,4,0,2,1,5,6,8686
5,5,0,2,1,7,8,8686
6,6,0,0,1,7,8,8686
0,0,1,0,1,0,1,8687
1,1,0,0,1,0,1,8687
0,0,1,0,1,0,1,8688
1,1,3,0,4,0,4,8688
2,2,3,0,7,0,7,8688
3,3,0,0,7,0,7,8688
0,0,1,0,1,0,1,8689
1,1,1,0,2,0,2,8689
2,2,0,0,2,0,2,8689
0,0,1,0,1,0,1,8690
1,1,1,1,2,1,3,8690
2,2,4,2,6,3,9,8690
3,3,2,2,8,5,13,8690
4,4,2,1,10,6,16,8690
5,5,3,1,13,7,20,8690
6,6,4,0,17,7,24,8690
7,7,3,2,20,9,29,8690
8,8,2,0,22,9,31,8690
9,9,0,1,22,10,32,8690
10,10,0,1,22,11,33,8690
11,11,0,1,22,12,34,8690
12,12,0,0,22,12,34,8690
0,0,1,0,1,0,1,8691
1,1,2,0,3,0,3,8691
2,2,1,0,4,0,4,8691
3,3,0,0,4,0,4,8691
0,0,1,0,1,0,1,8692
1,1,0,1,1,1,2,8692
2,2,0,1,1,2,3,8692
3,3,0,0,1,2,3,8692
0,0,1,0,1,0,1,8693
1,1,0,1,1,1,2,8693
2,2,0,0,1,1,2,8693
0,0,1,0,1,0,1,8694
1,1,0,1,1,1,2,8694
2,2,0,0,1,1,2,8694
0,0,1,0,1,0,1,8695
1,1,0,0,1,0,1,8695
0,0,1,0,1,0,1,8696
1,1,0,0,1,0,1,8696
0,0,1,0,1,0,1,8697
1,1,1,0,2,0,2,8697
2,2,0,0,2,0,2,8697
0,0,1,0,1,0,1,8698
1,1,1,1,2,1,3,8698
2,2,0,0,2,1,3,8698
0,0,1,0,1,0,1,8699
1,1,1,0,2,0,2,8699
2,2,1,1,3,1,4,8699
3,3,0,0,3,1,4,8699
0,0,1,0,1,0,1,8700
1,1,1,1,2,1,3,8700
2,2,0,1,2,2,4,8700
3,3,0,1,2,3,5,8700
4,4,0,2,2,5,7,8700
5,5,0,1,2,6,8,8700
6,6,1,1,3,7,10,8700
7,7,2,2,5,9,14,8700
8,8,3,1,8,10,18,8700
9,9,0,0,8,10,18,8700
0,0,1,0,1,0,1,8701
1,1,3,0,4,0,4,8701
2,2,2,0,6,0,6,8701
3,3,2,1,8,1,9,8701
4,4,2,1,10,2,12,8701
5,5,3,3,13,5,18,8701
6,6,0,1,13,6,19,8701
7,7,0,2,13,8,21,8701
8,8,2,2,15,10,25,8701
9,9,2,2,17,12,29,8701
10,10,3,2,20,14,34,8701
11,11,5,3,25,17,42,8701
12,12,2,3,27,20,47,8701
13,13,5,1,32,21,53,8701
14,14,1,0,33,21,54,8701
15,15,0,1,33,22,55,8701
16,16,0,1,33,23,56,8701
17,17,0,2,33,25,58,8701
18,18,0,1,33,26,59,8701
19,19,0,0,33,26,59,8701
0,0,1,0,1,0,1,8702
1,1,0,0,1,0,1,8702
0,0,1,0,1,0,1,8703
1,1,0,0,1,0,1,8703
0,0,1,0,1,0,1,8704
1,1,0,0,1,0,1,8704
0,0,1,0,1,0,1,8705
1,1,1,0,2,0,2,8705
2,2,1,1,3,1,4,8705
3,3,1,1,4,2,6,8705
4,4,0,3,4,5,9,8705
5,5,1,2,5,7,12,8705
6,6,2,1,7,8,15,8705
7,7,0,1,7,9,16,8705
8,8,0,2,7,11,18,8705
9,9,0,2,7,13,20,8705
10,10,1,0,8,13,21,8705
11,11,0,1,8,14,22,8705
12,12,0,1,8,15,23,8705
13,13,0,1,8,16,24,8705
14,14,0,1,8,17,25,8705
15,15,0,2,8,19,27,8705
16,16,0,1,8,20,28,8705
17,17,0,0,8,20,28,8705
0,0,1,0,1,0,1,8706
1,1,0,0,1,0,1,8706
0,0,1,0,1,0,1,8707
1,1,0,0,1,0,1,8707
0,0,1,0,1,0,1,8708
1,1,3,0,4,0,4,8708
2,2,3,0,7,0,7,8708
3,3,3,1,10,1,11,8708
4,4,1,0,11,1,12,8708
5,5,3,0,14,1,15,8708
6,6,1,4,15,5,20,8708
7,7,0,2,15,7,22,8708
8,8,0,0,15,7,22,8708
0,0,1,0,1,0,1,8709
1,1,1,0,2,0,2,8709
2,2,0,1,2,1,3,8709
3,3,0,2,2,3,5,8709
4,4,0,1,2,4,6,8709
5,5,0,0,2,4,6,8709
0,0,1,0,1,0,1,8710
1,1,0,0,1,0,1,8710
0,0,1,0,1,0,1,8711
1,1,2,0,3,0,3,8711
2,2,2,1,5,1,6,8711
3,3,1,1,6,2,8,8711
4,4,0,0,6,2,8,8711
0,0,1,0,1,0,1,8712
1,1,0,0,1,0,1,8712
0,0,1,0,1,0,1,8713
1,1,0,0,1,0,1,8713
0,0,1,0,1,0,1,8714
1,1,1,0,2,0,2,8714
2,2,2,0,4,0,4,8714
3,3,0,0,4,0,4,8714
0,0,1,0,1,0,1,8715
1,1,2,0,3,0,3,8715
2,2,2,1,5,1,6,8715
3,3,1,0,6,1,7,8715
4,4,0,1,6,2,8,8715
5,5,0,0,6,2,8,8715
0,0,1,0,1,0,1,8716
1,1,0,0,1,0,1,8716
0,0,1,0,1,0,1,8717
1,1,1,0,2,0,2,8717
2,2,0,0,2,0,2,8717
0,0,1,0,1,0,1,8718
1,1,2,1,3,1,4,8718
2,2,2,0,5,1,6,8718
3,3,1,0,6,1,7,8718
4,4,0,1,6,2,8,8718
5,5,0,0,6,2,8,8718
0,0,1,0,1,0,1,8719
1,1,1,0,2,0,2,8719
2,2,1,0,3,0,3,8719
3,3,1,0,4,0,4,8719
4,4,0,0,4,0,4,8719
0,0,1,0,1,0,1,8720
1,1,0,0,1,0,1,8720
0,0,1,0,1,0,1,8721
1,1,0,0,1,0,1,8721
0,0,1,0,1,0,1,8722
1,1,1,0,2,0,2,8722
2,2,1,0,3,0,3,8722
3,3,0,0,3,0,3,8722
0,0,1,0,1,0,1,8723
1,1,1,0,2,0,2,8723
2,2,0,1,2,1,3,8723
3,3,0,1,2,2,4,8723
4,4,1,1,3,3,6,8723
5,5,3,3,6,6,12,8723
6,6,1,3,7,9,16,8723
7,7,1,1,8,10,18,8723
8,8,0,0,8,10,18,8723
0,0,1,0,1,0,1,8724
1,1,2,0,3,0,3,8724
2,2,2,1,5,1,6,8724
3,3,1,2,6,3,9,8724
4,4,0,5,6,8,14,8724
5,5,0,2,6,10,16,8724
6,6,0,1,6,11,17,8724
7,7,0,0,6,11,17,8724
0,0,1,0,1,0,1,8725
1,1,0,0,1,0,1,8725
0,0,1,0,1,0,1,8726
1,1,1,0,2,0,2,8726
2,2,1,0,3,0,3,8726
3,3,1,1,4,1,5,8726
4,4,2,1,6,2,8,8726
5,5,2,0,8,2,10,8726
6,6,2,0,10,2,12,8726
7,7,1,0,11,2,13,8726
8,8,0,0,11,2,13,8726
0,0,1,0,1,0,1,8727
1,1,1,0,2,0,2,8727
2,2,0,1,2,1,3,8727
3,3,0,3,2,4,6,8727
4,4,0,4,2,8,10,8727
5,5,4,3,6,11,17,8727
6,6,6,2,12,13,25,8727
7,7,4,2,16,15,31,8727
8,8,4,2,20,17,37,8727
9,9,5,2,25,19,44,8727
10,10,7,2,32,21,53,8727
11,11,7,0,39,21,60,8727
12,12,5,3,44,24,68,8727
13,13,4,2,48,26,74,8727
14,14,7,3,55,29,84,8727
15,15,4,3,59,32,91,8727
16,16,5,3,64,35,99,8727
17,17,4,5,68,40,108,8727
18,18,6,3,74,43,117,8727
19,19,4,4,78,47,125,8727
20,20,3,5,81,52,133,8727
21,21,0,4,81,56,137,8727
22,22,0,1,81,57,138,8727
23,23,0,0,81,57,138,8727
0,0,1,0,1,0,1,8728
1,1,0,1,1,1,2,8728
2,2,0,0,1,1,2,8728
0,0,1,0,1,0,1,8729
1,1,3,0,4,0,4,8729
2,2,2,0,6,0,6,8729
3,3,3,0,9,0,9,8729
4,4,2,2,11,2,13,8729
5,5,1,3,12,5,17,8729
6,6,0,4,12,9,21,8729
7,7,0,3,12,12,24,8729
8,8,0,2,12,14,26,8729
9,9,1,0,13,14,27,8729
10,10,2,0,15,14,29,8729
11,11,2,0,17,14,31,8729
12,12,1,1,18,15,33,8729
13,13,2,1,20,16,36,8729
14,14,0,1,20,17,37,8729
15,15,0,0,20,17,37,8729
0,0,1,0,1,0,1,8730
1,1,0,0,1,0,1,8730
0,0,1,0,1,0,1,8731
1,1,0,0,1,0,1,8731
0,0,1,0,1,0,1,8732
1,1,1,0,2,0,2,8732
2,2,3,0,5,0,5,8732
3,3,0,1,5,1,6,8732
4,4,0,1,5,2,7,8732
5,5,0,2,5,4,9,8732
6,6,1,1,6,5,11,8732
7,7,0,1,6,6,12,8732
8,8,0,0,6,6,12,8732
0,0,1,0,1,0,1,8733
1,1,2,0,3,0,3,8733
2,2,2,2,5,2,7,8733
3,3,4,2,9,4,13,8733
4,4,0,2,9,6,15,8733
5,5,0,0,9,6,15,8733
0,0,1,0,1,0,1,8734
1,1,0,0,1,0,1,8734
0,0,1,0,1,0,1,8735
1,1,1,0,2,0,2,8735
2,2,1,1,3,1,4,8735
3,3,0,1,3,2,5,8735
4,4,0,0,3,2,5,8735
0,0,1,0,1,0,1,8736
1,1,0,0,1,0,1,8736
0,0,1,0,1,0,1,8737
1,1,0,0,1,0,1,8737
0,0,1,0,1,0,1,8738
1,1,1,0,2,0,2,8738
2,2,2,1,4,1,5,8738
3,3,5,0,9,1,10,8738
4,4,3,1,12,2,14,8738
5,5,1,3,13,5,18,8738
6,6,1,3,14,8,22,8738
7,7,1,1,15,9,24,8738
8,8,1,0,16,9,25,8738
9,9,0,0,16,9,25,8738
0,0,1,0,1,0,1,8739
1,1,0,0,1,0,1,8739
0,0,1,0,1,0,1,8740
1,1,0,0,1,0,1,8740
0,0,1,0,1,0,1,8741
1,1,0,0,1,0,1,8741
0,0,1,0,1,0,1,8742
1,1,0,0,1,0,1,8742
0,0,1,0,1,0,1,8743
1,1,2,0,3,0,3,8743
2,2,1,1,4,1,5,8743
3,3,2,0,6,1,7,8743
4,4,3,0,9,1,10,8743
5,5,2,1,11,2,13,8743
6,6,0,3,11,5,16,8743
7,7,0,2,11,7,18,8743
8,8,0,3,11,10,21,8743
9,9,1,1,12,11,23,8743
10,10,1,2,13,13,26,8743
11,11,1,1,14,14,28,8743
12,12,1,0,15,14,29,8743
13,13,0,0,15,14,29,8743
0,0,1,0,1,0,1,8744
1,1,0,1,1,1,2,8744
2,2,0,1,1,2,3,8744
3,3,0,0,1,2,3,8744
0,0,1,0,1,0,1,8745
1,1,1,0,2,0,2,8745
2,2,0,2,2,2,4,8745
3,3,0,2,2,4,6,8745
4,4,1,2,3,6,9,8745
5,5,2,1,5,7,12,8745
6,6,0,4,5,11,16,8745
7,7,0,3,5,14,19,8745
8,8,0,5,5,19,24,8745
9,9,0,2,5,21,26,8745
10,10,0,2,5,23,28,8745
11,11,0,2,5,25,30,8745
12,12,0,0,5,25,30,8745
0,0,1,0,1,0,1,8746
1,1,1,1,2,1,3,8746
2,2,2,0,4,1,5,8746
3,3,1,0,5,1,6,8746
4,4,0,0,5,1,6,8746
0,0,1,0,1,0,1,8747
1,1,0,0,1,0,1,8747
0,0,1,0,1,0,1,8748
1,1,0,0,1,0,1,8748
0,0,1,0,1,0,1,8749
1,1,1,0,2,0,2,8749
2,2,0,0,2,0,2,8749
0,0,1,0,1,0,1,8750
1,1,0,1,1,1,2,8750
2,2,0,0,1,1,2,8750
0,0,1,0,1,0,1,8751
1,1,0,0,1,0,1,8751
0,0,1,0,1,0,1,8752
1,1,0,0,1,0,1,8752
0,0,1,0,1,0,1,8753
1,1,2,0,3,0,3,8753
2,2,3,1,6,1,7,8753
3,3,2,1,8,2,10,8753
4,4,0,1,8,3,11,8753
5,5,0,0,8,3,11,8753
0,0,1,0,1,0,1,8754
1,1,0,0,1,0,1,8754
0,0,1,0,1,0,1,8755
1,1,0,0,1,0,1,8755
0,0,1,0,1,0,1,8756
1,1,1,0,2,0,2,8756
2,2,1,0,3,0,3,8756
3,3,1,1,4,1,5,8756
4,4,1,0,5,1,6,8756
5,5,0,0,5,1,6,8756
0,0,1,0,1,0,1,8757
1,1,1,0,2,0,2,8757
2,2,0,1,2,1,3,8757
3,3,0,1,2,2,4,8757
4,4,0,1,2,3,5,8757
5,5,0,0,2,3,5,8757
0,0,1,0,1,0,1,8758
1,1,0,1,1,1,2,8758
2,2,0,0,1,1,2,8758
0,0,1,0,1,0,1,8759
1,1,0,0,1,0,1,8759
0,0,1,0,1,0,1,8760
1,1,0,0,1,0,1,8760
0,0,1,0,1,0,1,8761
1,1,1,0,2,0,2,8761
2,2,0,0,2,0,2,8761
0,0,1,0,1,0,1,8762
1,1,0,0,1,0,1,8762
0,0,1,0,1,0,1,8763
1,1,1,0,2,0,2,8763
2,2,0,0,2,0,2,8763
0,0,1,0,1,0,1,8764
1,1,1,0,2,0,2,8764
2,2,0,0,2,0,2,8764
0,0,1,0,1,0,1,8765
1,1,0,0,1,0,1,8765
0,0,1,0,1,0,1,8766
1,1,1,0,2,0,2,8766
2,2,0,0,2,0,2,8766
0,0,1,0,1,0,1,8767
1,1,2,0,3,0,3,8767
2,2,1,0,4,0,4,8767
3,3,0,1,4,1,5,8767
4,4,0,2,4,3,7,8767
5,5,0,2,4,5,9,8767
6,6,0,0,4,5,9,8767
0,0,1,0,1,0,1,8768
1,1,0,0,1,0,1,8768
0,0,1,0,1,0,1,8769
1,1,0,0,1,0,1,8769
0,0,1,0,1,0,1,8770
1,1,1,0,2,0,2,8770
2,2,0,0,2,0,2,8770
0,0,1,0,1,0,1,8771
1,1,1,0,2,0,2,8771
2,2,0,0,2,0,2,8771
0,0,1,0,1,0,1,8772
1,1,0,0,1,0,1,8772
0,0,1,0,1,0,1,8773
1,1,0,0,1,0,1,8773
0,0,1,0,1,0,1,8774
1,1,0,0,1,0,1,8774
0,0,1,0,1,0,1,8775
1,1,0,0,1,0,1,8775
0,0,1,0,1,0,1,8776
1,1,1,1,2,1,3,8776
2,2,3,0,5,1,6,8776
3,3,1,1,6,2,8,8776
4,4,1,2,7,4,11,8776
5,5,1,4,8,8,16,8776
6,6,1,2,9,10,19,8776
7,7,1,0,10,10,20,8776
8,8,2,0,12,10,22,8776
9,9,2,0,14,10,24,8776
10,10,0,0,14,10,24,8776
0,0,1,0,1,0,1,8777
1,1,1,0,2,0,2,8777
2,2,1,0,3,0,3,8777
3,3,0,1,3,1,4,8777
4,4,0,0,3,1,4,8777
0,0,1,0,1,0,1,8778
1,1,3,0,4,0,4,8778
2,2,2,2,6,2,8,8778
3,3,2,0,8,2,10,8778
4,4,0,0,8,2,10,8778
0,0,1,0,1,0,1,8779
1,1,1,1,2,1,3,8779
2,2,0,1,2,2,4,8779
3,3,0,1,2,3,5,8779
4,4,0,1,2,4,6,8779
5,5,0,0,2,4,6,8779
0,0,1,0,1,0,1,8780
1,1,1,0,2,0,2,8780
2,2,1,1,3,1,4,8780
3,3,0,3,3,4,7,8780
4,4,0,3,3,7,10,8780
5,5,0,2,3,9,12,8780
6,6,1,0,4,9,13,8780
7,7,1,1,5,10,15,8780
8,8,0,0,5,10,15,8780
0,0,1,0,1,0,1,8781
1,1,0,0,1,0,1,8781
0,0,1,0,1,0,1,8782
1,1,0,0,1,0,1,8782
0,0,1,0,1,0,1,8783
1,1,0,0,1,0,1,8783
0,0,1,0,1,0,1,8784
1,1,1,0,2,0,2,8784
2,2,1,0,3,0,3,8784
3,3,0,0,3,0,3,8784
0,0,1,0,1,0,1,8785
1,1,0,0,1,0,1,8785
0,0,1,0,1,0,1,8786
1,1,0,0,1,0,1,8786
0,0,1,0,1,0,1,8787
1,1,0,0,1,0,1,8787
0,0,1,0,1,0,1,8788
1,1,1,1,2,1,3,8788
2,2,0,1,2,2,4,8788
3,3,0,0,2,2,4,8788
0,0,1,0,1,0,1,8789
1,1,0,0,1,0,1,8789
0,0,1,0,1,0,1,8790
1,1,0,0,1,0,1,8790
0,0,1,0,1,0,1,8791
1,1,0,1,1,1,2,8791
2,2,0,1,1,2,3,8791
3,3,0,0,1,2,3,8791
0,0,1,0,1,0,1,8792
1,1,0,0,1,0,1,8792
0,0,1,0,1,0,1,8793
1,1,1,1,2,1,3,8793
2,2,1,1,3,2,5,8793
3,3,1,1,4,3,7,8793
4,4,1,0,5,3,8,8793
5,5,0,0,5,3,8,8793
0,0,1,0,1,0,1,8794
1,1,2,1,3,1,4,8794
2,2,0,1,3,2,5,8794
3,3,0,0,3,2,5,8794
0,0,1,0,1,0,1,8795
1,1,0,0,1,0,1,8795
0,0,1,0,1,0,1,8796
1,1,1,0,2,0,2,8796
2,2,2,1,4,1,5,8796
3,3,2,0,6,1,7,8796
4,4,2,0,8,1,9,8796
5,5,1,0,9,1,10,8796
6,6,1,0,10,1,11,8796
7,7,1,0,11,1,12,8796
8,8,1,0,12,1,13,8796
9,9,0,2,12,3,15,8796
10,10,1,0,13,3,16,8796
11,11,1,0,14,3,17,8796
12,12,1,0,15,3,18,8796
13,13,2,0,17,3,20,8796
14,14,1,0,18,3,21,8796
15,15,0,0,18,3,21,8796
0,0,1,0,1,0,1,8797
1,1,2,0,3,0,3,8797
2,2,1,1,4,1,5,8797
3,3,1,0,5,1,6,8797
4,4,0,0,5,1,6,8797
0,0,1,0,1,0,1,8798
1,1,0,0,1,0,1,8798
0,0,1,0,1,0,1,8799
1,1,0,0,1,0,1,8799
0,0,1,0,1,0,1,8800
1,1,1,0,2,0,2,8800
2,2,2,0,4,0,4,8800
3,3,0,1,4,1,5,8800
4,4,0,0,4,1,5,8800
0,0,1,0,1,0,1,8801
1,1,0,0,1,0,1,8801
0,0,1,0,1,0,1,8802
1,1,0,0,1,0,1,8802
0,0,1,0,1,0,1,8803
1,1,0,0,1,0,1,8803
0,0,1,0,1,0,1,8804
1,1,0,0,1,0,1,8804
0,0,1,0,1,0,1,8805
1,1,2,0,3,0,3,8805
2,2,3,0,6,0,6,8805
3,3,2,0,8,0,8,8805
4,4,1,0,9,0,9,8805
5,5,0,0,9,0,9,8805
0,0,1,0,1,0,1,8806
1,1,0,0,1,0,1,8806
0,0,1,0,1,0,1,8807
1,1,0,0,1,0,1,8807
0,0,1,0,1,0,1,8808
1,1,1,0,2,0,2,8808
2,2,1,1,3,1,4,8808
3,3,1,0,4,1,5,8808
4,4,0,0,4,1,5,8808
0,0,1,0,1,0,1,8809
1,1,0,0,1,0,1,8809
0,0,1,0,1,0,1,8810
1,1,1,0,2,0,2,8810
2,2,0,0,2,0,2,8810
0,0,1,0,1,0,1,8811
1,1,0,0,1,0,1,8811
0,0,1,0,1,0,1,8812
1,1,0,0,1,0,1,8812
0,0,1,0,1,0,1,8813
1,1,1,0,2,0,2,8813
2,2,1,0,3,0,3,8813
3,3,0,1,3,1,4,8813
4,4,0,1,3,2,5,8813
5,5,1,0,4,2,6,8813
6,6,0,0,4,2,6,8813
0,0,1,0,1,0,1,8814
1,1,2,0,3,0,3,8814
2,2,2,0,5,0,5,8814
3,3,2,0,7,0,7,8814
4,4,0,0,7,0,7,8814
0,0,1,0,1,0,1,8815
1,1,0,0,1,0,1,8815
0,0,1,0,1,0,1,8816
1,1,0,0,1,0,1,8816
0,0,1,0,1,0,1,8817
1,1,1,0,2,0,2,8817
2,2,0,0,2,0,2,8817
0,0,1,0,1,0,1,8818
1,1,1,1,2,1,3,8818
2,2,0,0,2,1,3,8818
0,0,1,0,1,0,1,8819
1,1,1,0,2,0,2,8819
2,2,1,0,3,0,3,8819
3,3,0,0,3,0,3,8819
0,0,1,0,1,0,1,8820
1,1,1,0,2,0,2,8820
2,2,0,0,2,0,2,8820
0,0,1,0,1,0,1,8821
1,1,0,0,1,0,1,8821
0,0,1,0,1,0,1,8822
1,1,0,0,1,0,1,8822
0,0,1,0,1,0,1,8823
1,1,1,0,2,0,2,8823
2,2,0,0,2,0,2,8823
0,0,1,0,1,0,1,8824
1,1,2,0,3,0,3,8824
2,2,2,0,5,0,5,8824
3,3,2,0,7,0,7,8824
4,4,4,0,11,0,11,8824
5,5,2,1,13,1,14,8824
6,6,2,1,15,2,17,8824
7,7,0,2,15,4,19,8824
8,8,3,0,18,4,22,8824
9,9,3,1,21,5,26,8824
10,10,2,1,23,6,29,8824
11,11,0,0,23,6,29,8824
0,0,1,0,1,0,1,8825
1,1,0,0,1,0,1,8825
0,0,1,0,1,0,1,8826
1,1,1,0,2,0,2,8826
2,2,1,0,3,0,3,8826
3,3,0,0,3,0,3,8826
0,0,1,0,1,0,1,8827
1,1,0,0,1,0,1,8827
0,0,1,0,1,0,1,8828
1,1,2,0,3,0,3,8828
2,2,3,0,6,0,6,8828
3,3,1,0,7,0,7,8828
4,4,2,0,9,0,9,8828
5,5,1,0,10,0,10,8828
6,6,0,0,10,0,10,8828
0,0,1,0,1,0,1,8829
1,1,3,0,4,0,4,8829
2,2,4,0,8,0,8,8829
3,3,3,0,11,0,11,8829
4,4,5,1,16,1,17,8829
5,5,6,4,22,5,27,8829
6,6,4,5,26,10,36,8829
7,7,6,3,32,13,45,8829
8,8,12,4,44,17,61,8829
9,9,13,4,57,21,78,8829
10,10,9,4,66,25,91,8829
11,11,2,5,68,30,98,8829
12,12,0,4,68,34,102,8829
13,13,0,2,68,36,104,8829
14,14,0,4,68,40,108,8829
15,15,0,5,68,45,113,8829
16,16,2,4,70,49,119,8829
17,17,5,2,75,51,126,8829
18,18,2,1,77,52,129,8829
19,19,2,4,79,56,135,8829
20,20,5,0,84,56,140,8829
21,21,3,1,87,57,144,8829
22,22,4,0,91,57,148,8829
23,23,2,0,93,57,150,8829
24,24,1,1,94,58,152,8829
25,25,0,0,94,58,152,8829
0,0,1,0,1,0,1,8830
1,1,3,1,4,1,5,8830
2,2,4,0,8,1,9,8830
3,3,6,0,14,1,15,8830
4,4,7,3,21,4,25,8830
5,5,4,3,25,7,32,8830
6,6,5,4,30,11,41,8830
7,7,8,6,38,17,55,8830
8,8,6,3,44,20,64,8830
9,9,10,6,54,26,80,8830
10,10,11,5,65,31,96,8830
11,11,9,5,74,36,110,8830
12,12,11,6,85,42,127,8830
13,13,8,6,93,48,141,8830
14,14,7,4,100,52,152,8830
15,15,3,10,103,62,165,8830
16,16,0,9,103,71,174,8830
17,17,3,3,106,74,180,8830
18,18,2,3,108,77,185,8830
19,19,0,2,108,79,187,8830
20,20,0,3,108,82,190,8830
21,21,1,4,109,86,195,8830
22,22,0,1,109,87,196,8830
23,23,0,0,109,87,196,8830
0,0,1,0,1,0,1,8831
1,1,4,1,5,1,6,8831
2,2,3,2,8,3,11,8831
3,3,1,6,9,9,18,8831
4,4,4,2,13,11,24,8831
5,5,2,1,15,12,27,8831
6,6,1,2,16,14,30,8831
7,7,1,2,17,16,33,8831
8,8,0,1,17,17,34,8831
9,9,0,0,17,17,34,8831
0,0,1,0,1,0,1,8832
1,1,0,0,1,0,1,8832
0,0,1,0,1,0,1,8833
1,1,3,0,4,0,4,8833
2,2,4,1,8,1,9,8833
3,3,2,0,10,1,11,8833
4,4,2,1,12,2,14,8833
5,5,0,0,12,2,14,8833
0,0,1,0,1,0,1,8834
1,1,0,0,1,0,1,8834
0,0,1,0,1,0,1,8835
1,1,1,0,2,0,2,8835
2,2,0,0,2,0,2,8835
0,0,1,0,1,0,1,8836
1,1,3,0,4,0,4,8836
2,2,3,0,7,0,7,8836
3,3,3,0,10,0,10,8836
4,4,3,1,13,1,14,8836
5,5,5,0,18,1,19,8836
6,6,4,1,22,2,24,8836
7,7,3,0,25,2,27,8836
8,8,2,0,27,2,29,8836
9,9,0,0,27,2,29,8836
0,0,1,0,1,0,1,8837
1,1,0,0,1,0,1,8837
0,0,1,0,1,0,1,8838
1,1,1,1,2,1,3,8838
2,2,1,1,3,2,5,8838
3,3,2,1,5,3,8,8838
4,4,1,2,6,5,11,8838
5,5,0,2,6,7,13,8838
6,6,0,0,6,7,13,8838
0,0,1,0,1,0,1,8839
1,1,2,0,3,0,3,8839
2,2,1,0,4,0,4,8839
3,3,0,0,4,0,4,8839
0,0,1,0,1,0,1,8840
1,1,0,1,1,1,2,8840
2,2,1,0,2,1,3,8840
3,3,1,1,3,2,5,8840
4,4,1,0,4,2,6,8840
5,5,0,0,4,2,6,8840
0,0,1,0,1,0,1,8841
1,1,1,0,2,0,2,8841
2,2,3,0,5,0,5,8841
3,3,5,0,10,0,10,8841
4,4,5,0,15,0,15,8841
5,5,2,1,17,1,18,8841
6,6,2,1,19,2,21,8841
7,7,1,1,20,3,23,8841
8,8,0,1,20,4,24,8841
9,9,0,1,20,5,25,8841
10,10,2,0,22,5,27,8841
11,11,2,0,24,5,29,8841
12,12,1,0,25,5,30,8841
13,13,1,1,26,6,32,8841
14,14,0,0,26,6,32,8841
0,0,1,0,1,0,1,8842
1,1,1,1,2,1,3,8842
2,2,0,1,2,2,4,8842
3,3,0,0,2,2,4,8842
0,0,1,0,1,0,1,8843
1,1,1,0,2,0,2,8843
2,2,0,0,2,0,2,8843
0,0,1,0,1,0,1,8844
1,1,0,0,1,0,1,8844
0,0,1,0,1,0,1,8845
1,1,2,0,3,0,3,8845
2,2,0,1,3,1,4,8845
3,3,0,1,3,2,5,8845
4,4,0,2,3,4,7,8845
5,5,0,1,3,5,8,8845
